created_at,tweet_id,text
Sat Mar 21 23:59:33 +0000 2020,1241514818546229248,"Analysis: For Scott Morrison — and the entire country — everything revolves around the dreaded curve
https://t.co/36Qz8ezISl"
Sat Mar 21 23:59:19 +0000 2020,1241514760568332288,"""The staff of Scott #Morrison have given him a new trophy to put on his desk, replacing the old one which depicted a small boat, and the slogan, “I stopped these”.
The trophy is now of the Ruby Princess cruiseliner, and reads, “But I didn’t stop this.” #COVID19Aus #nswpol #auspol https://t.co/hxshx6AD0p"
Sat Mar 21 23:56:21 +0000 2020,1241514013281808385,PM Scott Morrison goes for broke with $189b stimulus package for banks and businesses and $110 million to find COVID-19 cure https://t.co/WBW3jQ6efU
Sat Mar 21 23:54:19 +0000 2020,1241513500977115136,"Later this week,I plan to announce a stimulus package in which our government will add over 100 billion dollars into the financial system to keep the flow of money intact. This attempt will help remedy some of the results of the coronavirus outbreak.
https://t.co/n8oBrqfHhd"
Sat Mar 21 23:53:43 +0000 2020,1241513349361225728,Scott Morrison step down and let someone that cares about us take control. You are killing thousands of Australians not enforcing a lockdown on the country. Disgusting. #Covid_19australia #coronavirusaustralia #COVIDー19
Sat Mar 21 23:53:17 +0000 2020,1241513239000657920,"@GCobber99 as for not trusting Scott Morrison. he has done nothing to earn our trust. he was made leader of a party that did not expect the people to be so stupid to re elect them, now he holds the position of our PM he has not got a clue how to do the job he was elected to do."
Sat Mar 21 23:52:11 +0000 2020,1241512963833384960,@BelindaJones68 @davidbewart @bluesta89264362 @lynlinking I read Scott Morrison’s children were conveniently sick so couldn’t  go to school. My guess is #covid19au isolation.
Sat Mar 21 23:51:59 +0000 2020,1241512912591687683,This guy needs to go yell at Australian PM Scott Morrison #coronavirus https://t.co/pfCjSo1cY9
Sat Mar 21 23:51:21 +0000 2020,1241512755837800448,@MattYoung @newscomauHQ Scott Morrison is in control we going to be fine ? He told me to keep working what’s actually the issue ? He keeps talking about Recession are we in shit ?
Sat Mar 21 23:51:06 +0000 2020,1241512689450409984,PM’s massive new stimulus package https://t.co/XTeA3cuW5w https://t.co/Nb4pVsIgi0
Sat Mar 21 23:49:10 +0000 2020,1241512205402562560,Scott Morrison's coronavirus response revolves around the dreaded curve of COVID-19 infections - ABC News (Australian Broadcasting Corporation) https://t.co/338SRSIGK0 via @skinnergj
Sat Mar 21 23:48:53 +0000 2020,1241512134539870209,Scott Morrison: Government Stimulus to Save the Indoor Sports Industry in Australia - Sign the Petition! https://t.co/Gg1G5bfZdJ via @ChangeAUS
Sat Mar 21 23:46:42 +0000 2020,1241511584934940673,@MathiasCormann Is it inappropriate?  Your government's response has been slow and reactive. What needs to be done is quite obvious from lessons learned already in other countries. Many Australians are going to lose everything because of your's and Scott Morrison's incompetence.
Sat Mar 21 23:45:19 +0000 2020,1241511235004157952,"@Peter90666913 @rusticello @billbowtell @murpharoo @GuardianAus @InsidersABC I always take health advice from a Pentecostal politician rather than a well regarded world expert in Infection &amp; Immunisation.  https://t.co/vkyPBx7akU 
See Morrison's hero, Trump taking advice from his expert. https://t.co/m8IPNLNHqi
Good luck."
Sat Mar 21 23:43:47 +0000 2020,1241510850818498560,"Scott Morrison has taken his kids out of school. What do you think he really thinks? Children at schools where social isolation is impossible, there’s no soap and the hand sanitiser pot was close to empty Friday, spread germs and take them home every night! Schools need to close"
Sat Mar 21 23:43:32 +0000 2020,1241510788210110464,@AMA_WAPresident Thank you for speaking out Andrew. #ShutTheSchoolsNow https://t.co/Fx1dWzT5Vk
Sat Mar 21 23:42:18 +0000 2020,1241510477768708096,It’s 💯 percent Scott Morrison hubris https://t.co/V1fi23HYd5
Sat Mar 21 23:40:59 +0000 2020,1241510145797935104,"@jilljorrges ""People in the regional areas are listening to Scott Morrison and Greg Hunt to accurately &amp; honestly report and often""? I don't know where you have been but it is certainly not in my neck of the woods"
Sat Mar 21 23:39:42 +0000 2020,1241509822698160128,No restrictions on Telehealth consultations NOW - Sign the Petition! https://t.co/sLqmoutYDc via @Change
Sat Mar 21 23:37:58 +0000 2020,1241509386968694784,@_Oliver_Yates The issue is Morrison sees belligerence as the answer for the integrity deficit. He is incapable of the changes required.
Sat Mar 21 23:37:42 +0000 2020,1241509320732192769,@ToryHayward Put Scott Morrison's face on it too.
Sat Mar 21 23:36:17 +0000 2020,1241508963771809793,"Like plague in Athens in 430's BC
By far the best synopsis of this crisis.
Why won't state &amp; territories close the schools to cement this. 
Scott Morrison needs to 'jolt and shock' public into social distancing | Sky News Australia https://t.co/c2mfdYAbHd"
Sat Mar 21 23:36:08 +0000 2020,1241508925616226304,"Scott Morrison
Shut Our Schools - with full pay! #Covid19WalkOut #WalkOutSaveLives
Sign the Petition! https://t.co/xViClnD6LU
via @ChangeAUS"
Sat Mar 21 23:35:48 +0000 2020,1241508839729401856,Morrison seems intent on showering business in money but is doing nothing directly to help workers in the demand side #auspol #insiders https://t.co/CJtQTkgvRQ
Sat Mar 21 23:34:47 +0000 2020,1241508585734987777,Scott Morrison: Bring Aussies home from Peru - Sign the Petition! https://t.co/Y3ytxFxGmG via @ChangeAUS
Sat Mar 21 23:34:30 +0000 2020,1241508513949470721,"@ellington_dawn @JaneCaro @camstewarttheoz @fourlarks3d 2/ Dawn sharing clip, PM #Australia 2.14min
""Schools should remain open, health advice"" 

Fearful children getting sick #CoronaVirus spreading disease! Students #asthma immune attending school. Schools open tomorrow #prayers closed!

https://t.co/G6Dr4ApjSF via @newscomauHQ"
Sat Mar 21 23:33:50 +0000 2020,1241508344373719040,@ACTINOSProject The Gov't message and planning is tainted by an economic focus. Morrison has claimed it's amedical crisis and yet only talks about economic solutions/stimulus.
