created_at,tweet_id,text
Sun Mar 29 21:54:49 +0000 2020,1244382531857727489,"“In recent days, Scott Morrison has been saying contradictory things. He tells us he is following medical advice. But at the same time, he says he is trying to strike a balance between the twin challenges of the economy and health. Both can’t be true.” https://t.co/2B6RCcILjx"
Sun Mar 29 21:54:25 +0000 2020,1244382428829024259,"Scott Morrison offers coronavirus wage guarantee for those who have lost jobs, but details still to come https://t.co/DlNfs32Cq9 Amy Remeikis."
Sun Mar 29 21:52:05 +0000 2020,1244381841370386432,@bridgerollo @abcmelbourne @DanielAndrewsMP What’s stage 3 is that what Scott Morrison announced last night
Sun Mar 29 21:51:07 +0000 2020,1244381598339846144,Compare Daniel Andrews’ presser with Scott Morrison’s. No curries. No jigsaws. Straightforward explicit directions given in an authoritative non-hectoring way. #COVID19Aus #auspol
Sun Mar 29 21:50:55 +0000 2020,1244381549249720320,"@Jen99933794 @vanbadham What’s he lied about?

He’s said from the beginning that it’s a united effort and that there’s no “red vs blue” at a time like this. 

Hint: provide actual evidence rather than just petty hatred. 

https://t.co/eNcISKMecs"
Sun Mar 29 21:49:45 +0000 2020,1244381253647740928,"THIS IS A MUST READ?
Does #ScottyFromMarketing have a plan?
A TOTAL LOCKDOWN WILL SAVE 1000's of LIVES
How many lives is Scott Morrison sacrificing for his misguided economic thinking?
#coronavirusaustralia #auspol 
https://t.co/iTXldHymDv"
Sun Mar 29 21:48:42 +0000 2020,1244380992330010625,"@naomirwolf Rupert Murdoch, Scott Morrison’s Church, mining companies, Liberal Party members’ friends &amp; relatives with lots of money and the IPA (right wing think tank)."
Sun Mar 29 21:48:05 +0000 2020,1244380837648318464,@aus_business @australian Well done Scott Morrison. Any relief for residential tenants?
Sun Mar 29 21:47:47 +0000 2020,1244380762314424322,Coronavirus pandemic: Scott Morrison must give us more detail if we are to trust his judgment https://t.co/eYLZIs62iz
Sun Mar 29 21:46:35 +0000 2020,1244380459166924800,@Trish_Corry In response to a question about non-grocery retail remaining open Scott Morrison replied that his wife had bought jigsaw puzzles for their kids - and that they’re going to be essential for them if they’re going to stay at home. Very reasonable comment.
