created_at,tweet_id,text
Tue Mar 24 23:57:31 +0000 2020,1242601470526029824,@ooftingruel scomo = scott morrison = our prime minister
Tue Mar 24 23:56:43 +0000 2020,1242601269673349120,scott morrison really said let’s waste teachers time for as long as possible. my mum is teaching classes of 5. nobody is at my old school. they’re a precious resource and you work them during a pandemic for what?
Tue Mar 24 23:56:38 +0000 2020,1242601248076881920,"We’ll leave schools open, but ban all other large gatherings, including kids birthday parties. #GoFigure

Coronavirus Australia: Scott Morrison flags strict new controls for Australia to limit COVID-19 spread https://t.co/JbOE7FupzB"
Tue Mar 24 23:56:07 +0000 2020,1242601116296077313,"Get Rid of Them! Take Citizenship &amp; Visas Off Them! Send them Back to Wuhan, China where they came from! Filthy Dog, Cat &amp; Exotic Animal Consumers! Me no like you Long Time! Nuclear Bomb &amp; give you something to squint about! https://t.co/NMljKNl2Cy"
Tue Mar 24 23:56:04 +0000 2020,1242601104610713600,i am fucking losing it at this video of this guy checking if scott morrison has mal'occhio https://t.co/EPsfIpqbdp call your comare right now!!!!!!!!
Tue Mar 24 23:55:04 +0000 2020,1242600855112581121,The politics of a pandemic: When Scott Morrison lost the plot https://t.co/mx6OldKlOs @IndependentAus
Tue Mar 24 23:54:24 +0000 2020,1242600683674558464,The ABF is holding a press conference to say the NSW cruise debacle was not our fault. Not our fault guys. Live coverage https://t.co/bO4onbgXHT
Tue Mar 24 23:53:47 +0000 2020,1242600530272112640,"The sentiment among my friends to Scott ‘Beware of what you wish for....’ Morrison MP is basically “Hurry up and get this over with.”

My ‘wish’: Paid 3-month Public holiday? 
#AusPol #Lockdownaustralia #COVID2019AU"
Tue Mar 24 23:53:38 +0000 2020,1242600493089603584,"Fate keeps gifting Scott Morrison opportunities to lead and he keeps failing to rise to each one of them.

#Lockdown Get it done. Save lives. Restart/reset/rebuild the economy.

It's hard but that's what leadership is about. https://t.co/ETwctoYUKQ"
Tue Mar 24 23:52:35 +0000 2020,1242600228089282561,Scott Morrison's leadership has made me actually miss Tony fucking Abbott.
Tue Mar 24 23:51:18 +0000 2020,1242599904834289664,the most important takeaway from Scott Morrison's address last night: stay at home. https://t.co/C3yOaD6dv6
Tue Mar 24 23:51:16 +0000 2020,1242599897288691712,"""Every job is essential""

Pretty much most jobs are not essential, they only exist to prop up ""the economy"" so a few lucky people can make billions.  

But we can fix it.

Teachers' unions to meet with Morrison over coronavirus school closures https://t.co/oN9jAsEJ6U via @ABCNews"
Tue Mar 24 23:50:28 +0000 2020,1242599696977313793,Prime Minister Scott Morrison sends Greek Australians a message honouring ‘Greek Independence Day’ https://t.co/9GpFFaNPbY #Greece #news
Tue Mar 24 23:50:23 +0000 2020,1242599676257263616,good morning scott morrison is a dick
Tue Mar 24 23:49:47 +0000 2020,1242599521806200832,"@bowbeforebigm Yeah. You don't want to know what you get when you type in ""Scott Morrison last night canberra"""
Tue Mar 24 23:49:38 +0000 2020,1242599484514684929,"Daniel Andrews: 
Don't do the following things or people will die.

Scott Morrison:
You can maybe do some these things not sure don't ask me I'm not your dad lol."
Tue Mar 24 23:49:17 +0000 2020,1242599396081946624,"Scott Morrison's funeral limit will upset some
#auspol #auspolcartoons #ScottyFromMarketing #coronavirusaus #covid19australia https://t.co/5TGi796GK5"
Tue Mar 24 23:48:34 +0000 2020,1242599218146988033,"Scott Morrison doing a great job under such difficult conditions
Lost my job now and had to shut my business down 
Welfare next option but im not blaming anyone"
Tue Mar 24 23:47:25 +0000 2020,1242598928299610114,Thousands are still flying into Australia https://t.co/9oYS0ei6Tw via @newscomauHQ But why are they flying?
Tue Mar 24 23:46:10 +0000 2020,1242598614544728064,@DaileKelleher @misskylie77 And Scott Morrison has failed miserably.
Tue Mar 24 23:44:58 +0000 2020,1242598309585285120,"Following last night’s national address by Prime Minister Scott Morrison, introducing an overseas #travel ban, @VirginAustralia (ASX: VAH) has made the difficult decision to ground 125 of its aircraft and stand down 80 per cent of its workforce. https://t.co/lilysZNPdi"
Tue Mar 24 23:44:43 +0000 2020,1242598246758793216,"Australia coronavirus live updates: NSW records more than 1,000 confirmed cases of Covid-19 including two children under 10 – latest https://t.co/S19bfubqTW"
Tue Mar 24 23:43:35 +0000 2020,1242597962879926272,What a debacle https://t.co/BoP73LizBb
Tue Mar 24 23:43:19 +0000 2020,1242597895276081153,April 12. Scott Morrison aim for that date. America can we ride along on your coat tails? Australia needs a lift. 🇦🇺🇺🇸 https://t.co/BcdXSLzsqa
Tue Mar 24 23:42:54 +0000 2020,1242597793312567296,@vanOnselenP @australian Plants are still flying into Australia FFS https://t.co/oN6DuHgvA2
Tue Mar 24 23:41:22 +0000 2020,1242597404257308672,"If we get a mixed combined message from the PM, Scott Morrison and and the Victorian premier, Daniel Andrews, can we call it a ..Screws?"
Tue Mar 24 23:40:59 +0000 2020,1242597307750572032,@ScottMorrisonMP BREAKING NEWS: Scott Morrison has contracted CLUSTERFUCK-2020.
Tue Mar 24 23:40:37 +0000 2020,1242597215131947008,Jacinda Ardern asks Scott Morrison to give Kiwis coronavirus welfare payments https://t.co/PQR5vuNaIS via @SBSNews
Tue Mar 24 23:40:36 +0000 2020,1242597213374681092,"An official text message will be sent to mobile phones across the country, telling all Australians to stop the spread of the coronavirus.
https://t.co/8O4UOEvVxl"
Tue Mar 24 23:40:11 +0000 2020,1242597109712302080,My mental health seems to be directly correlated to the amount of distance between myself and the latest Scott Morrison #Covid_19australia presser. Every time he gets in front of the camera my anxiety skyrockets.
Tue Mar 24 23:39:22 +0000 2020,1242596901590953985,@rudpaula76 @davrosz All the information indicates Scott Morrison has while telling everyone to leave them in.
Tue Mar 24 23:39:14 +0000 2020,1242596868707647488,"&gt;restricts funerals and wedding sizes 
&gt;school is still open 

Scott Morrison ???????????

Stage 2 is basically the same thing as stage 1 lol"
Tue Mar 24 23:38:33 +0000 2020,1242596695847735296,Jacinda Ardern asks Scott Morrison to give Kiwis coronavirus welfare payments https://t.co/DKTb2yuaKK via @SBSNews
Tue Mar 24 23:37:43 +0000 2020,1242596487676047360,Prime Minister Scott Morrison sends Greek Australians a message honouring ‘Greek Independence Day’ https://t.co/7HH07HcCVV https://t.co/9ONPlC9sHy
