created_at,tweet_id,text
Sun Mar 29 22:56:39 +0000 2020,1244398089814720512,@ValueFocus @COVID_Australia @stefanvonimhof @DanielAndrewsMP @normanswan He's certainly much clearer with his messaging than Scott Morrison
Sun Mar 29 22:56:06 +0000 2020,1244397955286585344,"@Dawso26 @ChrisCJMoore @MikeCarlton01 FFS let it go, it's short sighted opinions like this that delivered Tony Abbott in 2013 and Scott Morrison in 2019.

You don't vote for the person - unless they're in your electorate - you vote for the party."
Sun Mar 29 22:55:24 +0000 2020,1244397779117432833,Australia: Coronavirus stimulus: Scott Morrison promises third package #SmartNews  https://t.co/L6nkalXh6m
Sun Mar 29 22:55:15 +0000 2020,1244397739443552256,"@jewonthis I think you're exactly right. Daniel Andrews didn't appear to make exceptions for family in VIC, even though Scott Morrison did. Unclear at this point. Trying to find out."
Sun Mar 29 22:52:58 +0000 2020,1244397164035375104,"Notional help
lnp-ipa regime will make Employers jump through so many hoops it will be IMPOSSIBLE for them to claim.

The government will soon announce a wage subsidy in an attempt to slow coronavirus job losses, Scott Morrison has confirmed (via @BIAUS) https://t.co/KQRAeQQIgD"
Sun Mar 29 22:51:16 +0000 2020,1244396735830454272,"@Kaitlin47025950 @7NewsMelbourne If PM Scott Morrison is such a genius, and the laws are right, why is this country in mess right now? Answer that one, professor."
Sun Mar 29 22:50:18 +0000 2020,1244396492787339264,Coronavirus Australia update live: Tasmania records its first Covid-19 death – latest news https://t.co/8q4cpxtGtE
Sun Mar 29 22:49:54 +0000 2020,1244396394594496512,"*a new fax arrives from the analysis desk*

""Prime Minister Scott Morrison is still copping a lot of criticism for his leadership style during this crisis, but that's because he's still doing a fucking terrible job.""

*sips whisky* https://t.co/ukhf8Ac6WN"
Sun Mar 29 22:49:54 +0000 2020,1244396394586288134,Coronavirus Australia update live: Tasmania records its first Covid-19 death – latest news https://t.co/UqlW1BxnUm
Sun Mar 29 22:49:06 +0000 2020,1244396190285746177,"Scott Morrison sees this and thinks it's a ""how to"" video. https://t.co/BtXNyBHrpH"
Sun Mar 29 22:47:18 +0000 2020,1244395740622807041,What you need to know about the two-person rule https://t.co/ndM1fRWTWz
Sun Mar 29 22:46:32 +0000 2020,1244395546363727878,"A woman in her 80s has become the first person to die from coronavirus in Tasmania, bringing Australia's death toll to 17. Follow our live blog: https://t.co/JYIWeA92cR"
Sun Mar 29 22:46:32 +0000 2020,1244395545826738176,What you need to know about the two-person rule https://t.co/fC6UoaBl1j
Sun Mar 29 22:46:03 +0000 2020,1244395424061915136,"Coronavirus Australia Update Live: 

Curbs on public gatherings

""If you have to buy groceries, have a medical appointment, have compassionate reasons, have to work or study outside your home, or need to exercise, you can do so, [do] physical distancing.""

https://t.co/zJTr5ZuLOC"
Sun Mar 29 22:45:20 +0000 2020,1244395243140608001,@halfwrittentale was just reading this https://t.co/omOuJcpTAL
Sun Mar 29 22:45:03 +0000 2020,1244395170834944000,Coronavirus Australia update live: Tasmania records its first Covid-19 death – latest news https://t.co/tI9mF3rMst
Sun Mar 29 22:44:51 +0000 2020,1244395120608321537,"Dozens of Australians in Peru have caught a repatriated flight from Cusco and Lima on Sunday, local time. They are due to arrive in Sydney on March 31. Follow our live blog: https://t.co/t6nQY5NljR"
Sun Mar 29 22:44:45 +0000 2020,1244395096297967616,Prime Minister Scott Morrison’s recent ban of on-site auctions failed to halt real estate transaction activity this week but it did cause an unusual pattern in the auction clearance rate. https://t.co/fvDoID0OAZ #realestateau #NSW #Coronavirus via @AidanDevine_au
Sun Mar 29 22:44:32 +0000 2020,1244395043378483201,"These arguments can’t be repeated often enough. When the tally is in, it will be the people who were left behind that suffered most. It’s especially important to spread it he alarm about the impending disaster in the prisons. 

Nice one, @flameburn ✊

https://t.co/Ae19dRiHav"
Sun Mar 29 22:43:49 +0000 2020,1244394861798649856,"Scott Morrison offers coronavirus wage guarantee for those who have lost jobs, but details still to come https://t.co/K78N9UIcw0 no rush when it comes to their lowest priority."
Sun Mar 29 22:43:11 +0000 2020,1244394701496647680,“ we need landlords and tenants to sit down and come up with arrangements that enable them to get through this crisis.” https://t.co/F0ukBMDgHi
Sun Mar 29 22:42:58 +0000 2020,1244394649692717058,Coronavirus stimulus: Scott Morrison promises third package https://t.co/ddOJTvbjY7 #SmartNews
Sun Mar 29 22:41:59 +0000 2020,1244394398583894016,"@InsidersABC @J_C_Campbell Scott Morrison is do a good job dealing with the fear, insanity and anxiety which has resulted from this coronavirus (a mild flu (WHO)) - certainly much better than could be done by the retarded, imbecilic baboons who are critisising him"
Sun Mar 29 22:41:07 +0000 2020,1244394183336624128,"#FreeKylie Moore-Gilbert! Please sign the petition.

She is being abused, everyone knows it, and she is asking her tormentors IRGC to be less abusive. If not, she will not survive. That’s the message she is sending. 

@MarisePayne @ScottMorrisonMP https://t.co/kAiE5GcILC"
Sun Mar 29 22:40:36 +0000 2020,1244394053413699584,Coronavirus pandemic: Scott Morrison must give us more detail if we are to trust his judgment https://t.co/wmkccaLx8j
Sun Mar 29 22:39:28 +0000 2020,1244393769316675584,"@ScottMorrisonMP
Says elderly over 70 need assistance to go walking during #covid19australia
How old is he?

https://t.co/5DqrMqQs5f"
Sun Mar 29 22:37:53 +0000 2020,1244393368882262016,“Tony Burke spoke to Fran Kelly on the ABC this morning about recalling parliament” https://t.co/85SA7rgSX7
Sun Mar 29 22:37:52 +0000 2020,1244393366311190528,Coronavirus Australia update live: curbs on public gatherings take effect – latest news https://t.co/ZD6b2Gmqd7
Sun Mar 29 22:37:32 +0000 2020,1244393279535235072,"“A woman in her 80s has passed away, after contracting Covid-19, in Tasmania.” https://t.co/85SA7rgSX7"
Sun Mar 29 22:37:03 +0000 2020,1244393159452327936,Scott Morrison announces $1.1 billion plan for coronavirus support  https://t.co/N6M8m4Nu3N
Sun Mar 29 22:35:01 +0000 2020,1244392649244545024,"@DavidCampbell73 Scott Morrison is a terrible communicator. When I make an effort to listen to him, I come out of it feeling more confused than I went in."
Sun Mar 29 22:34:35 +0000 2020,1244392538125074432,"562 days as a hostage, silenced by her captors, held in isolation &amp; denied contact with the world.
To date across the planet only 19,590 of you care enough to shout in support of #KylieMooreGilbert
Raise your voice, sign &amp; share the petition to #FreeKylie 
https://t.co/3Yl0fInXEH https://t.co/TDTuIx60HG"
Sun Mar 29 22:33:00 +0000 2020,1244392141289381897,Scott Morrison: Right To Rescue - Sign the Petition! https://t.co/aD9OQxRp5h via @UKChange
Sun Mar 29 22:32:58 +0000 2020,1244392129826185216,"Cheeky me: ""YAY more BBBJs""

Serious me: ""The world is full, stop fucking to make kids, find some other form of birth control""

In between me: ""we need more condoms to limit the damage from Scott Morrison's DNA""

I think 100% of the people will disagree with part of this tweet"
Sun Mar 29 22:32:53 +0000 2020,1244392109320232961,I’m seeing lots of questions floating around about the new restrictions announced last night. A good explainer from the ABC. Share with everyone who needs it 👇 https://t.co/cbasGZsjp1
Sun Mar 29 22:32:08 +0000 2020,1244391923755831296,"Scott Morrison doing it on the cheap again. What do we know about the coming wage subsidy so far?
It will be up to $1,500 a fortnight for full-time workers and is being billed as a “job keeper” allowance. It’s all about the money with Scotty. Don’t worry about peoples lives."
Sun Mar 29 22:31:31 +0000 2020,1244391766515544065,@BernardKeane I’m thinking now he felt the need to introduce “essential” again in its hyperbolic form for wriggle room later about essential workers. Scott “not interested in politics” Morrison #auspol
